10dacb	10-Deacetylbaccatin III
M00383	11-Oxo-5Z,9,12E,14E-Prostatetraenoic Acid
M00390	11,12-Epoxy-15S-Hydroxy-5Z,8Z,13E-Eicosatrienoic Acid
M00392	9S,11R-Dihydroxy-15-Oxo-5Z,13E-Prostadienoic Acid
M00393	15-KETE
M00396	16R-Hydroxy-5Z,8Z,11Z,14Z-Eicosatetraenoic Acid
M00405	17Alpha,20Alpha-Dihydroxycholesterol
M00406	17Alpha,21-Dihydroxypregnenolone
M00414	17-Hydroxy-5Z,8Z,11Z,14Z-Eicosatetraenoic Acid
M00424	18-Carboxy Dinor Leukotriene B4
M00426	18-Hydroxy-5Z,8Z,11Z,14Z-Eicosatetraenoic Acid
M00429	18-Hydroxycorticosterone
M00430	19S-Hydroxy-5Z,8Z,11Z,14Z-Eicosatetraenoic Acid
M00431	19-Hydroxyandrostenedione
M00433	19-Oxoandrostenedione
M00434	19-Oxo-Testosterone
M00435	1A,11B-Dihydro-4,9-Dimethylbenz[A]Anthra[3,4-B]Oxirene
M00436	1-Acylglycerol-3P-10,13,16,19-Doco
M00437	1-Acylglycerol-3P-10,13,16-Docosa
M00438	1-Acylglycerol-3P-10-Heptade
M00439	1-Acylglycerol-3P-11,14,17-Eico
M00440	1-(11Z,14Z-Eicosadienoyl)-Glycero-3-Phosphate
M00441	1-(11Z-Docosenoyl)-Glycero-3-Phosphate
M00442	1-(11Z-Eicosenoyl)-Glycero-3-Phosphate
M00443	1-Acylglycerol-3P-12,15,18,21-Tetra
M00444	1-Acylglycerol-3P-13,16,19-Doco
M00445	1-(13Z,16Z-Docosadienoyl)-Glycero-3-Phosphate
M00446	1-Acylglycerol-3P-13-Docose
M00447	1-Acylglycerol-3P-13-Eicose
M00448	1-Acylglycerol-3P-13-Octade
M00449	1-Acylglycerol-3P-15-Tetra
M00450	1-(4Z,7Z,10Z,13Z,16Z,19Z-Docosahexaenoyl)-Glycero-3-Phosphate
M00451	1-Acylglycerol-3P-4,7,10,13,16-Docosa
M00452	1-(5Z,8Z,11Z,14Z,17Z-Eicosapentaenoyl)-Glycero-3-Phosphate
M00453	1-Acylglycerol-3P-5,8,11-Eico
M00454	1-Acylglycerol-3P-5-Tetrade
M00455	1-Acylglycerol-3P-6,9,12,15,18,21-Tetra
M00456	1-Acylglycerol-3P-6,9,12,15,18-Tetraco
M00457	1-(6Z,9Z,12Z,15Z-Octadecatetraenoyl)-Glycero-3-Phosphate
M00458	1-Acylglycerol-3P-6,9-Octa
M00459	1-Acylglycerol-3P-7,10,13,16,19-Docosa
M00460	1-(7Z,10Z,13Z,16Z-Docosatetraenoyl)-Glycero-3-Phosphate
M00461	1-Acylglycerol-3P-7-Hexade
M00462	1-Acylglycerol-3P-7-Octade
M00463	1-Acylglycerol-3P-7-Tetrade
M00464	1-Acylglycerol-3P-8,11,14,17-Eico
M00465	1-Acylglycerol-3P-8,11-Eico
M00466	1-Acylglycerol-3P-9,12,15,18,21-Tetra
M00467	1-Acylglycerol-3P-9,12,15,18-Tetraco
M00468	1-Acylglycerol-3P-9-Eicose
M00469	1-(9Z-Heptadecenoyl)-Sn-Glycero-3-Phosphate (Ammonium Salt)
M00470	1-Acylglycerol-3P-9-Octade
M00471	1-(9Z-Tetradecenoyl)-Glycero-3-Phosphate
M00474	1-Acylglycerol-3P-Cis-Vac
M00476	1-(8Z,11Z,14Z-Eicosatrienoyl)-Glycero-3-Phosphate
M00477	1-Docosanoyl-Glycero-3-Phosphate
M00478	1-Eicosanoyl-Glycero-3-Phosphate
M00479	1-(6Z,9Z,12Z-Octadecatrienoyl)-Glycero-3-Phosphate
M00480	1-Heneicosanoyl-Glycero-3-Phosphate
M00481	1-Heptadecanoyl-Glycero-3-Phosphate
M00482	1-Acylglycerol-3P-Hexacosa
M00483	1-Acylglycerol-3P-Hexecose
M00484	1-Dodecanoyl-Glycero-3-Phosphate
M00492	1-(9Z,12Z,15Z-Octadecatrienoyl)-Glycero-3-Phosphate
M00493	1-Tetradecanoyl-Sn-Glycero-3-Phosphate
M00494	1-Nonadecanoyl-Glycero-3-Phosphate
M00498	1-Pentadecanoyl-Glycero-3-Phosphate
M00500	1-Acylglycerol-3P-Tetraco
M00501	1-Acylglycerol-3P-Trico
M00502	1-Tridecanoyl-Sn-Glycero-3-Phosphate (Ammonium Salt)
M00503	Monoacylglycerol-Chylomicron-Pool
M00510	1-Acylglycerol-VLDL-Pool
M00511	1-Acyl-Sn-Glycero-3-Phosphoethanolamine
M00512	1-Alkenyl-2-acylglycerol
M00513	1-Alkyl-2-Acetyl-Sn-Glycerol
M00532	1-Hexadecyl-Glycero-3-Phosphate
M00535	2-Acyl-Sn-Glycero-3-Phosphocholine
M00538	1-Naphthol
M00539	1-Naphthylamine
M00540	1-Nitro-5,6-Dihydroxy-Dihydronaphthalene
M00541	1-Nitro-5-Glutathionyl-6-Hydroxy-5,6-Dihydronaphthalene
M00542	1-Nitro-5-Hydroxy-6-Glutathionyl-5,6-Dihydronaphthalene
M00543	1-Nitro-7-Glutathionyl-8-Hydroxy-7,8-Dihydronaphthalene
M00544	1-Nitro-7-Hydroxy-8-Glutathionyl-7,8-Dihydronaphthalene
M00545	1-nitronaphthalene
M00546	1-Nitronaphthalene-5,6-Oxide
M00547	1-Nitronaphthalene-7,8-Oxide
M00548	1-Nitrosonaphthalene
M00550	1-palmitoyl-dihydroxyacetone-phosphate
M00561	2-(a-Hydroxyethyl)thiamine diphosphate
M00565	2-(S-Glutathionyl)acetyl chloride
M00566	2-(S-Glutathionyl)acetyl glutathione
M00567	2,2-Dichloro-1,1-Ethanediol
M00568	2,2-Dichloroacetaldehyde
M00571	2,3-Dihydro-2-S-Glutathionyl-3-Hydroxy Bromobenzene
M00579	Cholest-5-En-3Beta,20R,22R-Triol
M00603	4-Pregnene-11Beta,17Alpha-Diol-3,20-Dione
M00605	21-Hydroxypregnenolone
M00606	Cholest-5-En-3Beta,22R-Diol
M00615	25(R)Tetrahca Coenzyme A
M00617	(25S)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA
M00625	27-Hydroxycholesterol
M00627	2-Acyl-1-(1-Alkenyl)-Sn-Glycero-3-Phosphate
M00636	2-Bromoacetaldehyde
M00637	2-Bromophenol
M00643	2-Hydroxy-3-(4-hydroxyphenyl)propenoic acid
M00646	Tartronate semialdehyde
M00647	Enol-phenylpyruvate
M00653	2-Hydroxyglutarate
M00658	2-Methoxy-6-All Trans-Decaprenyl-2-Methoxy-1,4-Benzoquinol
M00668	2-Naphthol
M00673	2-Phenylacetamide
M00676	2-S-glutathionyl acetate
M00677	Farnesal
M00683	3-(Acyloxy)Acyl-Group-Of-Bacterial-Toxin
M00684	3-Methylthiopropionic acid
M00699	3(S)-Hydroxy-11Cis-Docosenoyl Coenzyme A
M00702	3(S)-Hydroxy-13-Cis-Eicosenoyl Coenzyme A
M00704	3(S)-Hydroxy-3-Oxo-Eicosadienoyl Coenzyme A
M00707	3(S)-Hydroxy-9-Cis-Eicosenoyl Coenzyme A
M00712	3(S)-Hydroxy-Docosa-13,16,19-All-Cis-Trienoyl Coenzyme A
M00715	3(S)-Hydroxy-Hexacosenoyl Coenzyme A
M00724	3,4-Dihydro-3-Hydroxy-4-S-Glutathionyl Bromobenzene
M00742	3,7,24THCA
M00743	3,7,24Thca Coenzyme A
M00746	3Alpha,7Alpha,12Alpha,24-Tetrahydroxy-5Beta-Cholestan-26-Al
M00753	3Alpha,7Alpha,24-Trihydroxy-5Beta-Cholestan-26-Al
M00754	3a,7a-Dihydroxy-5b-24-oxocholestanoyl-CoA
M00759	3Alpha-Hydroxy-5Alpha-Pregnan-20-One
M00770	3-Demethylubiquinol-10
M00774	3-Hydroxyacyl-Group-Of-Bacterial-Toxin
M00778	3-Hydroxyheneicosanoyl Coenzyme A
M00779	3-Hydroxyheptadecanoyl-ACP
M00780	3-Hydroxyheptadecanoyl Coenzyme A
M00781	3-Hydroxyheptanoyl-ACP
M00782	3-Hydroxyheptanoyl Coenzyme A
M00783	3-Hydroxyhexacosanoyl Coenzyme A
M00790	3-Hydroxynonadecanoyl Coenzyme A
M00791	3-Hydroxynonanoyl-ACP
M00792	3-Hydroxynonanoyl Coenzyme A
M00794	3-Hydroxypentadecanoyl-ACP
M00795	3-Hydroxypentadecanoyl Coenzyme A
M00796	3-Hydroxypentanoyl-ACP
M00797	3-Hydroxypentanoyl Coenzyme A
M00802	3-Hydroxytricosanoyl Coenzyme A
M00803	3-Hydroxytridecanoyl-ACP
M00804	3-Hydroxytridecanoyl Coenzyme A
M00805	3-Hydroxyundecanoyl-ACP
M00806	3-Hydroxyundecanoyl Coenzyme A
M00808	IV3-a-Neu5Ac-Lc4Cer ((Gal)2 (Glc)1 (GlcNAc)1 (Neu5Ac)1 (Cer)1)
M00819	3-Methoxy-4-Hydroxyphenylethyleneglycol
M00822	[3-Methyl-2-Oxobutanoate Dehydrogenase (2-Methylpropanoyl-Transferring)]
M00823	[3-Methyl-2-Oxobutanoate Dehydrogenase (2-Methylpropanoyl-Transferring)] Phosphate
M00839	3-Oxo-11Cis-Docosenoyl Coenzyme A
M00841	3-oxo-11-cis-octadecenoyl-CoA
M00843	3-Oxo-13-Cis-Eicosenoyl Coenzyme A
M00849	3-Oxo-7-Hexadecenoyl Coenzyme A
M00852	3-Oxo-9-Cis-Eicosenoyl Coenzyme A
M00860	3-Oxodocasa-Cis,Cis-13,16-Dienoyl Coenzyme A
M00862	3-Oxo-Docosa-13,16,19-All-Cis-Trienoyl Coenzyme A
M00869	3-Oxoeicosa-Cis,Cis,Cis-11,14,17-Trienoyl Coenzyme A
M00871	3-Oxo-Eicosadienoyl Coenzyme A
M00873	3-Oxoheneicosanoyl Coenzyme A
M00874	3-Oxoheptadecanoyl-ACP
M00875	3-Oxoheptadecanoyl Coenzyme A
M00876	3-Oxoheptanoyl-ACP
M00877	3-Oxoheptanoyl Coenzyme A
M00879	3-Oxohexacosyl-CoA
M00885	3-Oxomyrist-5-Enoyl Coenzyme A
M00887	3-Oxononadecanoyl Coenzyme A
M00888	3-Oxononanoyl-ACP
M00889	3-Oxononanoyl Coenzyme A
M00896	3-Oxopentadecanoyl-ACP
M00897	3-Oxopentadecanoyl Coenzyme A
M00898	3-Oxopentanoyl-ACP
M00899	3-Oxopentanoyl Coenzyme A
M00907	3-Oxotricosanoyl Coenzyme A
M00908	3-Oxotridecanoyl-ACP
M00909	3-Oxotridecanoyl Coenzyme A
M00910	3-Oxoundecanoyl-ACP
M00911	3-Oxoundecanoyl Coenzyme A
M00915	3-Phosphopolynucleotide
M00917	3-Succinoylpyridine
M00927	4-(Methylnitrosamino)-1-(1-Oxido-3-Pyridinyl)-1-Butanone
M00928	4-(Methylnitrosamino)-1-(3-Pyridyl)-1-Butanol Glucuronide
M00929	4-(Methylnitrosamino)-1-(3-Pyridyl)-1-Butanol
M00930	4-(Methylnitrosamino)-1-(3-Pyridyl-N-Oxide)-1-Butanol
M00931	4-(Nitrosoamino)-1-(3-Pyridinyl)-1-Butanone
M00932	4-(N-Nitrosomethylamino)-1-(3-Pyridyl)-1-Butanone
M00937	4,4-Dimethyl-14Alpha-Formyl-5Alpha-Cholesta-8,24-Dien-3Beta-Ol
M00938	4,4-Dimethyl-14Alpha-Formyl-5Alpha-Cholest-8-En-3Beta-Ol
M00939	4,4-Dimethyl-14Alpha-Hydroxymethyl-5Alpha-Cholesta-8,24-Dien-3Beta-Ol
M00940	4,4-Dimethyl-14Alpha-Hydroxymethyl-5Alpha-Cholest-8-En-3Beta-Ol
M00942	4,4-Dimethyl-5Alpha-Cholesta-8,14-Dien-3Beta-Ol
M00944	4,5-Dihydro-4-Hydroxy-5-S-Glutathionyl-Benzo[A]Pyrene
M00951	4-[(Hydroxymethyl)Nitrosoamino]-1-(3-Pyridinyl)-1-Butanone
M00954	4?-Carboxy-4?-Methyl-5?-Cholesta-8-En-3?-Ol
M00955	4?-Carboxy-5?-Cholesta-8,24-Dien-3?-Ol
M00956	4?-Carboxy-5?-Cholesta-8-En-3?-Ol
M00957	4?-Formyl-4?-Methyl-5?-Cholesta-8,24-Dien-3?-Ol
M00958	4?-Formyl-4?-Methyl-5?-Cholesta-8-En-3?-Ol
M00959	4?-Formyl-5?-Cholesta-8,24-Dien-3?-Ol
M00960	4Alpha-Formyl-5Alpha-Cholesta-8-En-3Beta-Ol
M00961	4?-Hydroxymethyl-4?-Methyl-5?-Cholesta-8,24-Dien-3?-Ol
M00962	4?-Hydroxymethyl-4?-Methyl-5?-Cholesta-8-En-3?-Ol
M00963	4?-Hydroxymethyl-5?-Cholesta-8,24-Dien-3?-Ol
M00964	4Alpha-Hydroxymethyl-5Alpha-Cholesta-8-En-3Beta-Ol
M00966	4?-Methyl-5?-Cholesta-8-En-3-One
M00967	4?-Methyl-Cholesta-8-Enol
M00972	4-Bromo-3,5-Cyclohexadiene-1,2-Dione
M00973	4-Bromocatechol
M00974	4-Bromophenol
M00975	4-Bromophenol-2,3-Epoxide
M00976	4-Cholesten-7?,12?,24-Triol-3-One
M00977	7Alpha,12Alpha,26-Trihydroxycholest-4-En-3-One
M00978	7Alpha,24-Dihydroxycholest-4-En-3-One
M00979	7Alpha,26-Dihydroxycholest-4-En-3-One
M00985	4-Hydroxy-1-(3-Pyridinyl)-1-Butanone
M00992	4-Hydroxy-4-(Methylnitrosoamino)-1-(3-Pyridinyl)-1-Butanone
M01014	4-Methylpentan-1-Ol
M01018	4-N-(N-Acetyl-D-Glucosaminyl)-Protein
M01025	4-Oxo-1-(3-Pyridyl)-1-Butanone
M01032	4-Oxoretinol
M01035	5-(3-Pyridyl)-2-Hydroxytetrahydrofuran
M01036	5-(D-Galactosyloxy)-L-Lysine-Procollagen
M01051	5,6-Dihydroxy-8Z,11Z,14Z-Eicosatrienoic Acid
M01067	5Alpha-Cholesta-8,24-Dien-3-One
M01068	5Alpha-Cholest-8-En-3-One
M01075	Androst-5-Ene-3,17-Dione
M01076	5Beta-Cholestan-3Alpha,7Alpha,12Alpha,24(S),27-Pentol
M01077	5Beta-Cholestan-3Alpha,7Alpha,12Alpha,24(S)-Tetrol
M01079	5Beta-Cholestane-3Alpha,7Alpha,24,26-Tetrol
M01080	5Beta-Cholestane-3Alpha,7Alpha,24-Triol
M01081	7Alpha,24-Dihydroxy-5Beta-Cholestan-3-One
M01082	5Beta-Cholestan-7Alpha,12Alpha,27-Triol-3-One
M01083	7Alpha,24Alpha-Dihydroxy-5Beta-Cholestan-3-One
M01084	7Alpha,26-Dihydroxy-5Beta-Cholestan-3-One
M01092	5Beta-Cholestane-3Alpha,7Alpha,12Alpha,27-Tetraol
M01094	5Beta-Cholestane-3Alpha,7Alpha,27-Triol
M01111	5-L-Gamma-Glutamyl Amino Acid
M01114	5-Methyltetrahydropteroyltri-L-Glutamate
M01128	5-Oxoprolyl-Peptide
M01129	5-Phosphopolynucleotide
M01141	5Z-tetradecenoyl-CoA
M01142	6-(Alpha-D-Glucosaminyl)-1D-Myo-Inositol
M01156	6-[2,3-Dihydroxy-1-(Hydroxymethyl)Propyl]-1,2-Dihydro-7-Hydroxy-9-Methoxy-Cyclopenta[C][1]Benzopyran-3,4-Dione
M01165	6-Methoxy-3-Methyl-2-All-Trans-Decaprenyl-1,4-Benzoquinol
M01166	6-Methylmercaptopurine
M01167	6-Ketoprostaglandin E1
M01173	7,12-Dimethylbenz[A]Anthracene 5,6-Oxide
M01175	7,8-Dihydro-7-Hydroxy-8-S-Glutathionyl-Benzo[A]Pyrene
M01179	7Alpha,25-Dihydroxycholest-4-En-3-One
M01184	3Beta,7Alpha-Dihydroxy-5-Pregnen-20-One
M01191	7Z-Hexadecenoyl Coenzyme A
M01195	7-Hydroxymethyl-12-Methylbenz[A]Anthracene Sulfate
M01196	7-Hydroxymethyl-12-Methylbenz[A]Anthracene
M01197	(E)-6-Hexadecenoic acid
M01202	8S-Hydroxy-5Z,9E,11Z,14Z-Eicosatetraenoic Acid
M01203	8S-Hydoperoxy-5Z,9E,11Z,14Z-Eicosatetraenoic Acid
M01207	8Z,11Z-Eicosadienoic Acid
M01208	8,9-Dihydroxy-5Z,11Z,14Z-Eicosatrienoic Acid
M01213	8-Hydroxy-5Z,9E,11Z,14Z-Eicosatetraenoic Acid
M01217	9(S)-HPODE
M01235	9Z-eicosenoic acid
M01236	9Z-Eicosenoyl Coenzyme A
M01237	9Z-Heptadecenoyl Coenzyme A
M01238	(Z)-9-Heptadecenoic acid
M01239	9-Hydroxy-5Z,7E,11Z,14Z-Eicosatetraenoic Acid
M01241	9-Hydroxybenzo[A]Pyrene
M01242	9-Hydroxybenzo[A]Pyrene-4,5-Oxide
M01251	Acetanilide
M01268	Activation-PPARA
M01281	Adenylyl-molybdopterin
M01294	Aflatoxin B1 Dialdehyde
M01295	Aflatoxin B1 diol
M01297	Aflatoxin B1-Endo-8,9-Epoxide
M01299	Aflatoxin B1Exo-8,9-Epoxide-Gsh
M01300	Aflatoxin M1
M01301	Aflatoxin-M1-8,9-Epoxide
M01302	Aflatoxin Q1
M01310	Alkylamine
M01317	Alpha-Tubulin
M01318	Alpha-(1,2-Dihydroxyethyl)-1,2,3,4-Tetrahydro-7-Hydroxy-9-Methoxy-3,4-Dioxocyclopenta[C][1]Benzopyran-6-Acetaldehyde
M01319	Alpha-[3-(Nitrosoamino)Propyl]-3-Pyridinemethanol
M01320	Alpha-[3-[(Hydroxymethyl)Nitrosoamino]Propyl]-3-Pyridinemethanol
M01341	Aniline
M01352	ApoB48
M01358	Apocytochrome-C
M01360	Diadenosine triphosphate
M01367	Arsenite
M01374	Benzpyrene
M01375	Benzo[A]Pyrene-4,5-Oxide
M01376	Benzo[A]Pyrene-7,8-Dihydrodiol-9,10-Oxide
M01377	Benzo[A]Pyrene-7,8-Diol
M01378	Benzo[A]Pyrene-7,8-Oxide
M01379	Benzo[A]Pyrene-9,10-Oxide
M01388	Beta-D-Glucose
M01389	Beta-D-Glucose-6-Phosphate
M01403	Bromobenzene
M01404	Bromobenzene-2,3-Dihydrodiol
M01405	Bromobenzene-2,3-Oxide
M01406	Bromobenzene-3,4-Dihydrodiol
M01407	Bromobenzene-3,4-Oxide
M01408	Bufotenine
M01422	Carboxybiotin-Carboxyl-Carrier
M01429	CDP-glycerol
M01436	Chitin(N-1)
M01437	Chitin
M01440	Chloral Hydrate
M01441	Chloral
M01443	Chloroacetic acid
M01444	Chloroacetyl Chloride
M01452	Cholesterol-Ester-10,13,16,19-Docosa
M01453	Cholesterol-Ester-10,13,16-Docosa
M01454	Cholest-5-En-3B-Yl (9Z-Heptadecenoate)
M01455	Cholesterol-Ester-11,14,17-Eico
M01456	Cholest-5-En-3Beta-Yl (11Z,14Z-Eicosadienoate)
M01457	Cholesterol-Ester-11-Docose
M01458	Cholest-5-En-3Beta-Yl (11Z-Eicosenoate)
M01459	Cholesterol-Ester-12,15,18,21-Tetracosa
M01460	Cholesterol-Ester-13,16,19-Doco
M01461	Cholest-5-En-3Beta-Yl (13Z,16Z-Docosadienoate)
M01462	Cholest-5-En-3B-Yl (13Z-Docosenoate)
M01463	Cholesterol-Ester-13-Eicose
M01464	Cholesterol-Ester-13-Octade
M01465	Cholest-5-En-3Beta-Yl (15Z-Tetracosenoate)
M01466	Cholest-5-En-3Beta-Yl (4Z,7Z,10Z,13Z,16Z,19Z-Docosahexaenoate)
M01467	Cholesterol-Ester-4,7,10,13,16-Docosa
M01468	Cholest-5-En-3Beta-Yl (5Z,8Z,11Z,14Z,17Z-Eicosapentaenoate)
M01469	Cholesterol-Ester-5,8,11-Eico
M01470	Cholesterol-Ester-5-Tetra
M01471	Cholesterol-Ester-6,9,12,15,18,21-Tetra
M01472	Cholesterol-Ester-6,9,12,15,18-Tetraco
M01473	Cholesterol-Ester-6,9,12,15-Octa
M01474	Cholesterol-Ester-6,9-Octa
M01475	Cholest-5-En-3Beta-Yl (7Z,10Z,13Z,16Z,19Z-Docosapentaenoate)
M01476	Cholest-5-En-3Beta-Yl (7Z,10Z,13Z,16Z-Docosatetraenoate)
M01477	Cholesterol-Ester-7-Hexa
M01478	Cholesterol-Ester-7-Octade
M01479	Cholesterol-Ester-7-Tetrade
M01480	Cholesterol-Ester-8,11,14,17-Eico
M01481	Cholesterol-Ester-8,11-Eico
M01482	Cholesterol-Ester-9,12,15,18,21-Tetra
M01483	Cholesterol-Ester-9,12,15,18-Tetraco
M01484	Cholesterol-Ester-9-Eicose
M01485	Cholesterol-Ester-9-Heptade
M01486	Cholesterol-Ester-9-Octa
M01487	Cholest-5-En-3B-Yl (9Z-Tetradecenoate)
M01489	Cholesterol-Ester-Cis-Vac
M01490	Cholest-5-En-3Beta-Yl (8Z,11Z,14Z-Eicosatrienoate)
M01491	Cholest-5-En-3Beta-Yl Docosanoate
M01492	Cholest-5-En-3Beta-Yl Eicosanoate
M01494	Cholesterol-Ester-Heneico
M01495	Cholest-5-En-3B-Yl (Heptadecanoate)
M01496	Cholesterol-Ester-Hexacosa
M01497	Cholesterol-Ester-Hexecose
M01498	Cholest-5-En-3Beta-Yl Dodecanoate
M01501	Cholest-5-En-3Beta-Yl Tetradecanoate
M01502	Cholest-5-En-3Beta-Yl Nonadecanoate
M01506	Cholest-5-En-3B-Yl (Pentadecanoate)
M01508	Cholesterol-Ester-Tetraco
M01509	Cholesterol-Ester-Trico
M01510	Cholesterol-Ester-Tridec
M01511	Cholesterol-Star
M01569	Chylomicron-Remnant
M01570	Chylomicron
M01571	Cimetidine
M01572	Cinnavalininate
M01573	Cis-(3S)-Hydroxytetradec-5-Enoyl Coenzyme A
M01582	Cetoleic acid
M01602	Cofactors And Vitamins
M01618	Cyclic pyranopterin monophosphate
M01624	Cu2+
M01631	Cytochrome-C
M01676	Detyrosinated-Alpha-Tubulin
M01677	Dextrin(N-1)
M01678	Dextrin (Recon3D)
M01691	Dichloroacetate
M01692	Dichloroacetyl Chloride
M01707	Dimethylamine
M01710	Diphospho-Myo-Inositol-Polyphosphate
M01719	Dna-Containing-6-O-Methylguanine
M01720	Dna-Containing-Guanine
M01724	Docosanoylcarnitine
M01726	Docosenoylcarnitine(11)
M01727	Docosenoylcarnitine
M01729	Dodecanoylcarnitine
M01750	dTDP-D-galactose
M01757	D-Xylonolactone
M01770	11Z,14Z-Eicosadienoylcarnitine
M01775	Eicosenoylcarnitine(11)
M01776	Eicosenoylcarnitine(7)
M01777	Eicosenoylcarnitine(9)
M01805	Farnesylcysteine
M01807	Fatty-Acid-Chylomicron-Pool
M01816	Fatty-Acid-Ligands that activate PPAR-Alpha
M01819	Fatty-Acid-Uptake-Pool
M01820	Fatty-Acid-VLDL-Pool
M01838	Formyl-L-Methionyl-Peptide
M01849	IV3-a-Neu5Ac,III4-a-Fuc-Lc4Cer ((Gal)2 (Glc)1 (GlcNAc)1 (LFuc)1 (Neu5Ac)1 (Cer)1)
M01860	Lea glycolipid ((Gal)2 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1)
M01864	G(5)Pppr-Rna
M01865	(GlcNAc)2 (Man)3 (PP-Dol)1
M01867	(GlcNAc)2 (Man)9 (PP-Dol)1
M01868	(GlcNAc)5 (Man)3 (Asn)1
M01869	(GlcNAc)6 (Man)3 (Asn)1
M01870	(GlcNAc)7 (Man)3 (Asn)1
M01871	(GalNAc)1 (GlcNAc)1 (Ser/Thr)1
M01872	(Gal)1 (GalNAc)1 (GlcNAc)1 (Ser/Thr)1
M01873	(Gal)3 (Glc)1 (GlcNAc)1 (Cer)1
M01874	(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1
M01876	(Gal)3 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1
M01877	(Gal)3 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1
M01878	(Gal)4 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1
M01879	(Gal)4 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1
M01881	(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1
M01882	(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1
M01883	(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)3 (Cer)1
M01884	(Gal)4 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1
M01885	(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)1 (Cer)1
M01886	(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1
M01887	(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)3 (Cer)1
M01895	(GlcNAc)2 (Man)4 (PP-Dol)1
M01896	(GlcNAc)2 (Man)6 (PP-Dol)1
M01897	(GlcNAc)2 (Man)7 (PP-Dol)1
M01898	(GlcNAc)2 (Man)8 (PP-Dol)1
M01929	4-Hydroxy-4-(3-pyridyl)-butanoic acid
M01938	Gama-Tocotrienol
M01957	Globin
M01958	Globo-H ((Gal)3 (GalNAc)1 (Glc)1 (LFuc)1 (Cer)1)
M01966	Alpha-D-Glucose 1,6-bisphosphate
M01978	Glutathione episulfonium ion
M01989	Glycodeoxycholic Acid
M01995	Glycogenin-G8
M02002	Glycoprotein-N-Acetyl-D-Glucosaminyl-Phospho-D-Mannose
M02003	Glycoprotein-Phospho-D-Mannose
M02005	Glycylpeptide
M02006	Glycyl-tRNA(Gly)
M02012	Gm2A
M02013	Gm2A:Gm2-Ganglioside
M02017	1-(1Z-Hexadecenyl)-Glycero-3-Phosphate
M02035	Guanidine
M02047	HDL-Remnant (High-Density Lipoprotein)
M02048	HDL (High-Density Lipoprotein)
M02050	Hemoglobin
M02051	Heneicosanoylcarnitine
M02052	Heneicosanoyl Coenzyme A
M02053	Heneicosanoic acid
M02098	10-Hydroxy-11S,12S-Epoxy-5Z,8Z,14Z-Eicosatrienoic Acid
M02099	Heptadecanoyl-ACP
M02102	Heptadecenoylcarnitine(7)
M02103	Heptadecenoylcarnitine(8)
M02106	Heptanoyl-ACP
M02107	Heptanoyl-CoA
M02108	Heptanoic acid
M02111	17Z-Hexacosenoylcarnitine
M02112	17Z-Hexacosenoyl Coenzyme A
M02114	Hexadecanol
M02120	Hexanoic Acid
M02127	Histone-L-Lysine
M02128	Histone-N6-Acetyl-L-Lysine
M02143	Hydrobromic Acid
M02144	Hydrochloric Acid
M02146	I(-)
M02155	Hyodesoxycholic Acid
M02162	Ley glycolipid ((Gal)2 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1)
M02163	Lacto-N-fucopentaosyl III ceramide ((Gal)2 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1)
M02186	Lactoisooctaosylceramide ((Gal)4 (Glc)1 (GlcNAc)3 (Cer)1)
M02194	Leb glycolipid ((Gal)2 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1)
M02195	Fuc-alpha1->2Gal-beta1->3GlcNAc-beta1->3Gal-beta1->4Glc-beta1-1Cer
M02196	Type IIH glycolipid ((Gal)2 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1)
M02197	N-Acetyl-D-galactosaminyl-N-Acetyl-D-galactosaminyl-1,3-D-galactosyl-1,4-D-galactosyl-1,4-D-glucosylceramide
M02335	L-Alanyl-tRNA(Ala)
M02339	L-Arginyl-Protein
M02340	L-Arginyl-tRNA(Arg)
M02341	L-Asparaginyl-tRNA(Asn)
M02342	L-Aspartyl-tRNA(Asp)
M02351	L-Cysteinyl-tRNA(Cys)
M02352	LDL-Remnant (Low-Density Lipoprotein)
M02353	LDL (Low-Density Lipoprotein)
M02375	L-Glutaminyl-Peptide
M02376	Glutaminyl-tRNA
M02377	L-Glutamyl-tRNA(Glu)
M02380	L-Histidyl-tRNA(His)
M02382	Lithium
